CUSTOMERKEY,GEOGRAPHYKEY,CUSTOMERALTERNATEKEY,TITLE,FIRSTNAME,MIDDLENAME,LASTNAME,NAMESTYLE,BIRTHDATE,MARITALSTATUS,SUFFIX,GENDER,EMAILADDRESS,YEARLYINCOME,TOTALCHILDREN,NUMBERCHILDRENATHOME,ENGLISHEDUCATION,SPANISHEDUCATION,FRENCHEDUCATION,ENGLISHOCCUPATION,SPANISHOCCUPATION,FRENCHOCCUPATION,HOUSEOWNERFLAG,NUMBERCARSOWNED,ADDRESSLINE1,ADDRESSLINE2,PHONE,DATEFIRSTPURCHASE,COMMUTEDISTANCE
19863,612,AW00019863,,Paige,,Powell,0,13-03-1954,M,,F,paige9@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,3399 Climbing Dr,,868-555-0111,7/1/2014,10+ Miles
19864,547,AW00019864,,Isaiah,J,Brooks,0,16-06-1954,M,,M,isaiah1@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,9353 Creekside Dr.,,886-555-0188,1/7/2013,10+ Miles
19865,553,AW00019865,,Hailey,D,Butler,0,4/8/1953,M,,F,hailey34@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,3936 Cleveland Rd.,,783-555-0174,4/4/2013,2-5 Miles
19866,307,AW00019866,,Martin,P,Patel,0,15-12-1953,M,,M,martin8@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,5728 Benedict Ct.,,995-555-0197,28-09-2013,10+ Miles
19867,307,AW00019867,,Juan,J,Sanchez,0,19-06-1954,M,,M,juan28@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,1084 Meadow Glen Way,,890-555-0159,29-04-2013,2-5 Miles
19868,345,AW00019868,,Kyle,L,Jenkins,0,23-06-1954,S,,M,kyle2@adventure-works.com,60000,2,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,0,4798 Macaroon Drive,,458-555-0162,27-10-2013,10+ Miles
19869,383,AW00019869,,Carol,A,Brooks,0,18-11-1953,M,,F,carol23@adventure-works.com,70000,4,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,3326 Indianhead Ct.,,322-555-0180,12/10/2013,1-2 Miles
19870,54,AW00019870,,James,M,Martin,0,13-10-1960,M,,M,james87@adventure-works.com,40000,2,1,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,1,2,9996 Solano Drive,,627-555-0119,29-03-2013,10+ Miles
19871,638,AW00019871,,Bryce,,Rivera,0,13-03-1960,S,,M,bryce16@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,5086 Rampo Ct.,,874-555-0150,25-08-2013,10+ Miles
19872,49,AW00019872,,Faith,,Foster,0,19-09-1966,M,,F,faith15@adventure-works.com,40000,2,1,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,0,2,2076 Westover Dr,,201-555-0197,17-01-2014,2-5 Miles
19873,58,AW00019873,,Dylan,,Thomas,0,31-01-1956,S,,M,dylan41@adventure-works.com,40000,2,1,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,1,2,4225 Almond Drive,,200-555-0184,7/4/2013,10+ Miles
19874,70,AW00019874,,Sara,,Rogers,0,19-09-1966,M,,F,sara21@adventure-works.com,40000,2,1,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,1,3,2061 Normal Ave.,,120-555-0113,7/6/2011,10+ Miles
19875,611,AW00019875,,Patrick,,James,0,16-11-1955,M,,M,patrick5@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,6872 Jimno Ave.,,199-555-0131,24-04-2013,2-5 Miles
19876,302,AW00019876,,Nathan,K,Edwards,0,11/12/1955,M,,M,nathan31@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,1,6050 Camino Ricardo,,463-555-0137,1/7/2013,2-5 Miles
19877,307,AW00019877,,Steve,D,Zheng,0,19-04-1961,M,,M,steve22@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,525 Sea Point Way,,183-555-0122,3/9/2013,2-5 Miles
19878,331,AW00019878,,Morgan,P,Jackson,0,24-01-1956,M,,F,morgan34@adventure-works.com,70000,4,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,6102 Lakeview Place,,296-555-0186,8/12/2013,1-2 Miles
19879,335,AW00019879,,Ian,S,Green,0,14-11-1955,M,,M,ian29@adventure-works.com,70000,4,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,1,7922 Rancho View Drive,,183-555-0146,4/3/2013,1-2 Miles
19880,348,AW00019880,,Emma,E,Bennett,0,13-11-1955,M,,F,emma49@adventure-works.com,70000,4,2,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,1,2217 Pueblo Dr.,,408-555-0111,30-03-2013,1-2 Miles
19881,369,AW00019881,,Aidan,J,Long,0,19-10-1955,M,,M,aidan10@adventure-works.com,80000,3,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,1,5800 Abbey Court,,967-555-0155,29-03-2013,1-2 Miles
19882,374,AW00019882,,Richard,L,Phillips,0,21-12-1955,S,,M,richard34@adventure-works.com,80000,3,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,1,5234 Esperanza Drive,,882-555-0162,14-07-2013,5-10 Miles
19883,385,AW00019883,,Kevin,,Young,0,16-04-1956,M,,M,kevin53@adventure-works.com,80000,3,1,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,7286 Norris Court,,230-555-0112,23-10-2013,5-10 Miles
19884,66,AW00019884,,James,,Simmons,0,5/4/1962,M,,M,james31@adventure-works.com,60000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,3445 Fine Drive,,151-555-0130,22-07-2011,2-5 Miles
19885,609,AW00019885,,Isaac,,Turner,0,21-03-1957,S,,M,isaac27@adventure-works.com,60000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,6169 Delacy Ave.,,827-555-0120,29-12-2013,10+ Miles
19886,623,AW00019886,,Marcus,V,Butler,0,29-01-1957,M,,M,marcus64@adventure-works.com,60000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,2735 Acardia Pl.,,834-555-0187,12/4/2013,10+ Miles
19887,553,AW00019887,,Olivia,,Walker,0,16-06-1957,M,,F,olivia22@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,0,1,6389 Atherton Circle,,577-555-0116,18-12-2013,2-5 Miles
19888,325,AW00019888,,Carson,,Washington,0,2/7/1956,S,,M,carson12@adventure-works.com,60000,2,1,Partial College,Estudios universitarios (en curso),Baccalauréat,Professional,Profesional,Cadre,1,2,3809 Lancelot Dr.,,518-555-0192,24-07-2013,10+ Miles
19889,316,AW00019889,,Catherine,,Sanders,0,19-12-1957,S,,F,catherine4@adventure-works.com,70000,2,1,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,0,2,65 Joseph Ave,,669-555-0129,24-10-2013,2-5 Miles
19890,312,AW00019890,,Lee,A,Alvarez,0,19-08-1963,S,,M,lee2@adventure-works.com,70000,2,1,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,1,2,4569 La Salle Ct.,,843-555-0135,17-07-2013,10+ Miles
19891,616,AW00019891,,Jennifer,L,Morgan,0,16-05-1958,M,,F,jennifer58@adventure-works.com,60000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,4837 Mohr Lane,,179-555-0118,15-04-2013,2-5 Miles
19892,358,AW00019892,,Richard,A,Campbell,0,20-11-1957,M,,M,richard35@adventure-works.com,60000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,1349 Steven Way,,817-555-0174,28-04-2013,2-5 Miles
19893,627,AW00019893,,Evan,E,Baker,0,18-02-1963,S,,M,evan32@adventure-works.com,60000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,9896 Ida Ave,,665-555-0181,28-01-2014,10+ Miles
19894,609,AW00019894,,Elijah,M,Sharma,0,10/1/1958,S,,M,elijah4@adventure-works.com,60000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,8561 Hilltop Road,,783-555-0176,30-05-2013,10+ Miles
19895,301,AW00019895,,Ricky,J,Jimenez,0,19-02-1963,M,,M,ricky5@adventure-works.com,60000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,8211 Fremont Street,,291-555-0134,14-01-2014,10+ Miles
19896,546,AW00019896,,Kaitlyn,,Thomas,0,12/2/1963,M,,F,kaitlyn33@adventure-works.com,60000,2,1,High School,Educación secundaria,Bac + 2,Professional,Profesional,Cadre,1,2,8914 Amador Ct.,,364-555-0125,28-03-2013,10+ Miles
19944,156,AW00019944,,Jonathon,P,Suarez,0,7/2/1954,M,,M,jonathon15@adventure-works.com,90000,4,1,Partial High School,Educación secundaria (en curso),Niveau bac,Skilled Manual,Obrero especializado,Technicien,0,4,Dunckerstr 135,,1 (11) 500 555-0175,22-02-2012,5-10 Miles
19946,243,AW00019946,,Tamara,J,Raje,0,6/12/1952,S,,F,tamara25@adventure-works.com,120000,5,5,High School,Educación secundaria,Bac + 2,Management,Gestión,Direction,1,4,1682 Klier Drive,,1 (11) 500 555-0142,15-04-2013,10+ Miles
19947,39,AW00019947,,Darryl,,Liu,0,22-05-1986,S,,M,darryl4@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,2,4404 Mildred Avenue,,1 (11) 500 555-0157,16-09-2011,5-10 Miles
19948,35,AW00019948,,Lacey,,Hu,0,20-04-1981,S,,F,lacey33@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,2,5914 Overhill Rd,,1 (11) 500 555-0178,12/9/2011,10+ Miles
19949,11,AW00019949,,Niñia,L,Anand,0,25-06-1982,M,,F,niñia0@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,2,2151 Twincreek Ct,,1 (11) 500 555-0116,27-09-2011,10+ Miles
19950,30,AW00019950,,Ronnie,,Lu,0,10/7/1981,M,,M,ronnie9@adventure-works.com,80000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,2,1887 Mt. Diablo St,,1 (11) 500 555-0113,13-09-2011,10+ Miles
19951,24,AW00019951,,Roy,J,Moreno,0,23-01-1982,S,,M,roy27@adventure-works.com,80000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,2,6500 Soto Street,,1 (11) 500 555-0187,3/9/2011,10+ Miles
19952,38,AW00019952,,Adrienne,,Martin,0,24-09-1980,S,,F,adrienne0@adventure-works.com,80000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,2,5188 Duke Way,,1 (11) 500 555-0124,6/3/2013,10+ Miles
19953,37,AW00019953,,Darrell,,Lal,0,23-08-1979,S,,M,darrell17@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,3,8790 N. 108th St.,,1 (11) 500 555-0114,14-05-2013,10+ Miles
19954,34,AW00019954,,Jose,,Carlson,0,31-01-1980,M,,M,jose36@adventure-works.com,70000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,3,9782 Joan Ave.,,1 (11) 500 555-0150,7/2/2013,10+ Miles
19955,34,AW00019955,,Jake,A,Gao,0,8/5/1984,S,,M,jake13@adventure-works.com,80000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,3,7348 Quail Court,,1 (11) 500 555-0179,22-06-2013,10+ Miles
19956,40,AW00019956,,Susan,,She,0,20-12-1984,M,,F,susan34@adventure-works.com,80000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,3,3962 Cambelback Place,,1 (11) 500 555-0125,26-09-2011,10+ Miles
19957,21,AW00019957,,Arthur,A,Mehta,0,16-09-1979,S,,M,arthur16@adventure-works.com,90000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,2,8586 D Kiska Ct.,,1 (11) 500 555-0197,11/9/2011,10+ Miles
19958,18,AW00019958,,Erika,,Romero,0,2/12/1984,M,,F,erika6@adventure-works.com,90000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,3,5430 Park Glen Ct.,,1 (11) 500 555-0149,14-09-2011,10+ Miles
19959,40,AW00019959,,Tabitha,,Moreno,0,7/3/1984,S,,F,tabitha26@adventure-works.com,100000,0,5,High School,Educación secundaria,Bac + 2,Management,Gestión,Direction,1,2,1028 Indigo Ct.,,1 (11) 500 555-0192,25-09-2011,10+ Miles
19960,38,AW00019960,Mr.,Phil,,Spencer,0,2/8/1978,M,,M,phil0@adventure-works.com,100000,0,5,High School,Educación secundaria,Bac + 2,Management,Gestión,Direction,1,2,9208 West Rd,,161-555-0100,21-09-2011,10+ Miles
19961,2,AW00019961,,Kristin,L,She,0,4/8/1977,M,,F,kristin2@adventure-works.com,80000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,3,4242 Coggins Dr.,,1 (11) 500 555-0121,27-04-2013,10+ Miles
19962,22,AW00019962,,Dominic,D,Prasad,0,7/4/1979,M,,M,dominic9@adventure-works.com,110000,0,5,Partial College,Estudios universitarios (en curso),Baccalauréat,Management,Gestión,Direction,1,3,7962 Macaroon Drive,,1 (11) 500 555-0171,22-04-2013,10+ Miles
19963,13,AW00019963,,Geoffrey,,Fernandez,0,20-05-1979,M,,M,geoffrey13@adventure-works.com,120000,0,5,Partial High School,Educación secundaria (en curso),Niveau bac,Professional,Profesional,Cadre,1,4,6819 Krueger Drive,,1 (11) 500 555-0123,17-09-2011,10+ Miles
19964,29,AW00019964,,Gloria,S,Alonso,0,9/12/1978,S,,F,gloria8@adventure-works.com,120000,0,5,Partial High School,Educación secundaria (en curso),Niveau bac,Professional,Profesional,Cadre,1,4,3318 N. 8th St.,,1 (11) 500 555-0146,6/9/2011,10+ Miles
19965,39,AW00019965,,Jay,A,Lopez,0,13-05-1979,M,,M,jay23@adventure-works.com,130000,4,5,High School,Educación secundaria,Bac + 2,Management,Gestión,Direction,1,4,2842 Inverness Drive,,1 (11) 500 555-0154,21-09-2011,0-1 Miles
19966,19,AW00019966,,Abby,J,Sanchez,0,20-07-1983,M,,F,abby17@adventure-works.com,90000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,3,347 San Simeon Dr.,,1 (11) 500 555-0118,23-09-2011,10+ Miles
19967,18,AW00019967,,Devon,H,Deng,0,29-10-1983,S,,M,devon0@adventure-works.com,90000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,3,4587 Sunset Meadows,,1 (11) 500 555-0172,1/9/2011,10+ Miles
19968,9,AW00019968,,Katrina,L,Chande,0,25-07-1983,M,,F,katrina13@adventure-works.com,100000,0,5,High School,Educación secundaria,Bac + 2,Management,Gestión,Direction,0,3,7834 Roux Court,,1 (11) 500 555-0139,7/10/2011,10+ Miles
19969,29,AW00019969,,Jake,P,Guo,0,21-03-1982,S,,M,jake15@adventure-works.com,80000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,1,4,9605 Pheasant Circle,,1 (11) 500 555-0194,30-01-2013,10+ Miles
19970,27,AW00019970,,Tanya,D,Jimenez,0,8/5/1978,S,,F,tanya1@adventure-works.com,130000,4,5,High School,Educación secundaria,Bac + 2,Management,Gestión,Direction,1,4,6793 Almond Street,,1 (11) 500 555-0157,19-10-2011,0-1 Miles
19971,6,AW00019971,,Jeffery,B,Lu,0,1/1/1977,S,,M,jeffery12@adventure-works.com,100000,0,5,High School,Educación secundaria,Bac + 2,Management,Gestión,Direction,1,3,9644 55th St.,,1 (11) 500 555-0113,28-10-2011,10+ Miles
19972,33,AW00019972,,Lindsay,R,Chander,0,13-11-1982,M,,F,lindsay16@adventure-works.com,100000,0,5,High School,Educación secundaria,Bac + 2,Management,Gestión,Direction,1,4,4463 Temple Court,,1 (11) 500 555-0119,30-07-2013,10+ Miles
19973,16,AW00019973,,Colin,,Zhu,0,11/10/1981,M,,M,colin15@adventure-works.com,90000,0,0,Bachelors,Licenciatura,Bac + 4,Professional,Profesional,Cadre,0,4,3788 Bahia Vista Court,,1 (11) 500 555-0114,25-03-2013,10+ Miles
19974,18,AW00019974,,George,,Fernandez,0,10/2/1976,M,,M,george22@adventure-works.com,100000,0,5,High School,Educación secundaria,Bac + 2,Management,Gestión,Direction,1,4,4363 Galindo Street,,1 (11) 500 555-0146,19-10-2011,10+ Miles
19975,25,AW00019975,,Brittney,W,Zhang,0,15-03-1976,S,,F,brittney0@adventure-works.com,100000,0,5,Partial High School,Educación secundaria (en curso),Niveau bac,Professional,Profesional,Cadre,1,4,6514 Morello Ave.,,1 (11) 500 555-0164,9/10/2011,10+ Miles
19976,22,AW00019976,,Tamara,L,Sun,0,5/10/1975,M,,F,tamara2@adventure-works.com,110000,0,5,High School,Educación secundaria,Bac + 2,Management,Gestión,Direction,1,4,8333 Polk Street,,1 (11) 500 555-0148,26-05-2013,10+ Miles
19977,29,AW00019977,,Kristine,,Gill,0,8/4/1976,S,,F,kristine14@adventure-works.com,120000,0,5,Partial High School,Educación secundaria (en curso),Niveau bac,Professional,Profesional,Cadre,1,4,1833 Worth Ct,,1 (11) 500 555-0127,24-10-2011,10+ Miles
19978,39,AW00019978,,Marshall,P,Yuan,0,25-10-1976,M,,M,marshall28@adventure-works.com,110000,0,5,Partial High School,Educación secundaria (en curso),Niveau bac,Professional,Profesional,Cadre,1,4,8577 Dies Dorados,,1 (11) 500 555-0177,18-10-2011,10+ Miles
19979,36,AW00019979,,Janet,,Browning,0,22-06-1977,M,,F,janet21@adventure-works.com,120000,0,5,Partial High School,Educación secundaria (en curso),Niveau bac,Management,Gestión,Direction,1,4,209 Richland Dr.,,1 (11) 500 555-0152,20-10-2011,10+ Miles
19981,315,AW00019981,,Kelly,E,Russell,0,15-09-1977,M,,F,kelly24@adventure-works.com,60000,1,0,Graduate Degree,Estudios de postgrado,Bac + 3,Professional,Profesional,Cadre,1,0,319 Revision Dr,,640-555-0129,4/4/2013,0-1 Miles
